"playerID","trialID","questionset","question","condition","correctanswer","stimuli.true","response_1","response_2","response_3","correct_1","correct_2","correct_3","gender","race","marital","eng.first.lang","eng.read","lang.home","zip","citizenship","years.in.us","enrolled","education","employed","income","hh.size","deg.minors","poli.party","poli.orient","religious","religion","edu.ordinal","income.ordinal","relig.ordinal","ideology_strength"
"v3DADAg3MDpjgq9Y8",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"1","1","2",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",42127,"UNITED STATES",43,"No","Some college","No","$20,001 - $50,000","3-5","1-2","Republican","Moderate","Probably yes","Protestantism",2,3,4,1
"v3DADAg3MDpjgq9Y8",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"99","98","100",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",42127,"UNITED STATES",43,"No","Some college","No","$20,001 - $50,000","3-5","1-2","Republican","Moderate","Probably yes","Protestantism",2,3,4,1
"v3DADAg3MDpjgq9Y8",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"69","98","100",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",42127,"UNITED STATES",43,"No","Some college","No","$20,001 - $50,000","3-5","1-2","Republican","Moderate","Probably yes","Protestantism",2,3,4,1
"3WoiRXrrSdfcNBRsH",36,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"80","70","70",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",91343,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Very liberal","Definitely not","Atheism",3,6,1,3
"3WoiRXrrSdfcNBRsH",36,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"20","10","10",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",91343,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Very liberal","Definitely not","Atheism",3,6,1,3
"3WoiRXrrSdfcNBRsH",36,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"80","80","80",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",91343,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Very liberal","Definitely not","Atheism",3,6,1,3
"vnWyRuWSdCLPf8SH6",42,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"96","97","68",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",94544,"UNITED STATES",31,"Yes, part time","Bachelor's degree","Yes, full time","$75,001-$100,000","1","0","Republican","Conservative","Might or might not","Protestantism",3,5,3,2
"qQESNz37JmJwxC9jH",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"10","20","20",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",47905,"UNITED STATES",35,"No","Bachelor's degree","Yes, part time","$75,001-$100,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",3,5,5,2
"qQESNz37JmJwxC9jH",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"60","50","50",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",47905,"UNITED STATES",35,"No","Bachelor's degree","Yes, part time","$75,001-$100,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",3,5,5,2
"qQESNz37JmJwxC9jH",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"10","25","25",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",47905,"UNITED STATES",35,"No","Bachelor's degree","Yes, part time","$75,001-$100,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",3,5,5,2
"qQESNz37JmJwxC9jH",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"30","30","25",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",47905,"UNITED STATES",35,"No","Bachelor's degree","Yes, part time","$75,001-$100,000","3-5","1-2","Republican","Conservative","Definitely yes","Protestantism",3,5,5,2
"xwnXyriHqeQi96qAq",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"80","0","0",TRUE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",45220,"UNITED STATES",37,"No","Some college","Yes, full time","$100,001 - $150,000","3-5","1-2","Independent","Liberal","Might or might not","Catholicism",2,6,3,2
"xwnXyriHqeQi96qAq",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"50","50","50",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",45220,"UNITED STATES",37,"No","Some college","Yes, full time","$100,001 - $150,000","3-5","1-2","Independent","Liberal","Might or might not","Catholicism",2,6,3,2
"xwnXyriHqeQi96qAq",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"0","0","0",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",45220,"UNITED STATES",37,"No","Some college","Yes, full time","$100,001 - $150,000","3-5","1-2","Independent","Liberal","Might or might not","Catholicism",2,6,3,2
"xwnXyriHqeQi96qAq",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"5","5","5",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",45220,"UNITED STATES",37,"No","Some college","Yes, full time","$100,001 - $150,000","3-5","1-2","Independent","Liberal","Might or might not","Catholicism",2,6,3,2
"SvoLtLfRHMmjfxWxy",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"87","85","85",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",30062,"UNITED STATES",45,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Republican","Moderate","Definitely not","Atheism",2,3,1,1
"SvoLtLfRHMmjfxWxy",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"63","62","78",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",30062,"UNITED STATES",45,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Republican","Moderate","Definitely not","Atheism",2,3,1,1
"SvoLtLfRHMmjfxWxy",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"14","9","9",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",30062,"UNITED STATES",45,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Republican","Moderate","Definitely not","Atheism",2,3,1,1
"hqsTrn9vHqaaTDyMa",26,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"42","54","55",FALSE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13021,"UNITED STATES",44,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",1,3,1,1
"hqsTrn9vHqaaTDyMa",26,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"46","34","37",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13021,"UNITED STATES",44,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",1,3,1,1
"hqsTrn9vHqaaTDyMa",26,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"0","12","5",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13021,"UNITED STATES",44,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",1,3,1,1
"hqsTrn9vHqaaTDyMa",26,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"53","52","53",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13021,"UNITED STATES",44,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",1,3,1,1
"SEXZGyT3eTEtTjh5m",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"79","85","98",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",80222,"UNITED STATES",22,"Yes, part time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Democratic","Moderate","Probably yes","Agnosticism",3,5,4,1
"SEXZGyT3eTEtTjh5m",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"9","29","17",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",80222,"UNITED STATES",22,"Yes, part time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Democratic","Moderate","Probably yes","Agnosticism",3,5,4,1
"SEXZGyT3eTEtTjh5m",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"46","90","100",FALSE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",80222,"UNITED STATES",22,"Yes, part time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Democratic","Moderate","Probably yes","Agnosticism",3,5,4,1
"SEXZGyT3eTEtTjh5m",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"15","3","4",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",80222,"UNITED STATES",22,"Yes, part time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Democratic","Moderate","Probably yes","Agnosticism",3,5,4,1
"EtJoY9cKEdTEuAKkG",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"11","10","8",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",55155,"UNITED STATES",34,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","1-2","Independent","Moderate","Probably not","Catholicism",3,5,2,1
"EtJoY9cKEdTEuAKkG",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"37","35","34",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",55155,"UNITED STATES",34,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","1-2","Independent","Moderate","Probably not","Catholicism",3,5,2,1
"EtJoY9cKEdTEuAKkG",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"0","0","0",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",55155,"UNITED STATES",34,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","1-2","Independent","Moderate","Probably not","Catholicism",3,5,2,1
"YjXj8atbvgz9N69HQ",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"95","82","90",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",32095,"UNITED STATES",25,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Conservative","Definitely yes","Protestantism",3,3,5,2
"YjXj8atbvgz9N69HQ",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"62","70","81",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",32095,"UNITED STATES",25,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Conservative","Definitely yes","Protestantism",3,3,5,2
"YjXj8atbvgz9N69HQ",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"96","64","82",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",32095,"UNITED STATES",25,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Conservative","Definitely yes","Protestantism",3,3,5,2
"YjXj8atbvgz9N69HQ",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"13","70","71",TRUE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",32095,"UNITED STATES",25,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Conservative","Definitely yes","Protestantism",3,3,5,2
"dDFAnrc8cnzXvS8gi",22,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"26","31","36",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",76137,"UNITED STATES",30,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Moderate","Definitely yes","Protestantism",3,6,5,1
"dDFAnrc8cnzXvS8gi",22,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"26","26","24",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",76137,"UNITED STATES",30,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Moderate","Definitely yes","Protestantism",3,6,5,1
"dDFAnrc8cnzXvS8gi",22,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"3","7","12",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",76137,"UNITED STATES",30,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Moderate","Definitely yes","Protestantism",3,6,5,1
"dDFAnrc8cnzXvS8gi",22,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"28","30","30",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",76137,"UNITED STATES",30,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","2","0","Republican","Moderate","Definitely yes","Protestantism",3,6,5,1
"3pPmhKD87SPmpo6fn",48,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"80","80","80",FALSE,FALSE,FALSE,"Female","Black or African American","Single, never married","Yes","Excellent","English",19128,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","1","0","Democratic","Liberal","Definitely not","I do not identify with any of these",3,4,1,2
"3pPmhKD87SPmpo6fn",48,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"70","75","75",TRUE,TRUE,TRUE,"Female","Black or African American","Single, never married","Yes","Excellent","English",19128,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","1","0","Democratic","Liberal","Definitely not","I do not identify with any of these",3,4,1,2
"3pPmhKD87SPmpo6fn",48,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"15","15","15",TRUE,TRUE,TRUE,"Female","Black or African American","Single, never married","Yes","Excellent","English",19128,"UNITED STATES",38,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","1","0","Democratic","Liberal","Definitely not","I do not identify with any of these",3,4,1,2
"GWAmorLh5iDYXE9mT",10,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"30","20","20",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",13203,"UNITED STATES",63,"No","Bachelor's degree","Yes, part time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely yes","Catholicism",3,4,5,2
"GWAmorLh5iDYXE9mT",10,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"69","49","28",TRUE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",13203,"UNITED STATES",63,"No","Bachelor's degree","Yes, part time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely yes","Catholicism",3,4,5,2
"GWAmorLh5iDYXE9mT",10,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"11","9","8",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",13203,"UNITED STATES",63,"No","Bachelor's degree","Yes, part time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely yes","Catholicism",3,4,5,2
"B8wmQf5vvJTCm77Bv",36,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"55","39","98",TRUE,FALSE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",28210,"UNITED STATES",33,"No","Some college","Yes, part time","$75,001-$100,000","3-5","1-2","Democratic","Conservative","Probably yes","Catholicism",2,5,4,2
"B8wmQf5vvJTCm77Bv",36,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"0","9","24",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",28210,"UNITED STATES",33,"No","Some college","Yes, part time","$75,001-$100,000","3-5","1-2","Democratic","Conservative","Probably yes","Catholicism",2,5,4,2
"8aE5HNcoQqHY6vyAB",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"61","60","60",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Excellent","English",60621,"UNITED STATES",46,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","Catholicism",1,3,4,2
"8aE5HNcoQqHY6vyAB",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"3","21","29",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Excellent","English",60621,"UNITED STATES",46,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","Catholicism",1,3,4,2
"8aE5HNcoQqHY6vyAB",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"49","40","32",TRUE,TRUE,TRUE,"Male","Black or African American","Single, never married","Yes","Excellent","English",60621,"UNITED STATES",46,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","Catholicism",1,3,4,2
"8aE5HNcoQqHY6vyAB",18,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"1","2","2",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Excellent","English",60621,"UNITED STATES",46,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","3-5","1-2","Republican","Conservative","Probably yes","Catholicism",1,3,4,2
"h3vv2fvHd9Hitoscn",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"2","7","14",FALSE,FALSE,FALSE,"Male","Black or African American","Divorced","Yes","Excellent","English",45417,"UNITED STATES",50,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,4,4,2
"h3vv2fvHd9Hitoscn",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"29","96","97",FALSE,TRUE,TRUE,"Male","Black or African American","Divorced","Yes","Excellent","English",45417,"UNITED STATES",50,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,4,4,2
"h3vv2fvHd9Hitoscn",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"13","4","6",TRUE,TRUE,TRUE,"Male","Black or African American","Divorced","Yes","Excellent","English",45417,"UNITED STATES",50,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,4,4,2
"h3vv2fvHd9Hitoscn",46,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"88","85","84",FALSE,FALSE,FALSE,"Male","Black or African American","Divorced","Yes","Excellent","English",45417,"UNITED STATES",50,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,4,4,2
"GWXH6ao2vqwXd9Pug",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"32","49","67",FALSE,FALSE,TRUE,"Female","Black or African American","Living with partner","Yes","Excellent","English",30308,"UNITED STATES",33,"No","High school diploma or GED","Yes, part time","$10,000 - $20,000","More than 5","3 or more","Democratic","Liberal","Definitely yes","Catholicism",1,2,5,2
"GWXH6ao2vqwXd9Pug",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"56","56","55",FALSE,FALSE,FALSE,"Female","Black or African American","Living with partner","Yes","Excellent","English",30308,"UNITED STATES",33,"No","High school diploma or GED","Yes, part time","$10,000 - $20,000","More than 5","3 or more","Democratic","Liberal","Definitely yes","Catholicism",1,2,5,2
"GWXH6ao2vqwXd9Pug",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"100","31","29",TRUE,FALSE,FALSE,"Female","Black or African American","Living with partner","Yes","Excellent","English",30308,"UNITED STATES",33,"No","High school diploma or GED","Yes, part time","$10,000 - $20,000","More than 5","3 or more","Democratic","Liberal","Definitely yes","Catholicism",1,2,5,2
"GWXH6ao2vqwXd9Pug",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"24","23","23",TRUE,TRUE,TRUE,"Female","Black or African American","Living with partner","Yes","Excellent","English",30308,"UNITED STATES",33,"No","High school diploma or GED","Yes, part time","$10,000 - $20,000","More than 5","3 or more","Democratic","Liberal","Definitely yes","Catholicism",1,2,5,2
"imRDRKgzBKz342vMh",43,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"64","66","65",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14224,"UNITED STATES",34,"No","Master's degree","Yes, full time","$150,001-$250,000","3-5","1-2","Republican","Moderate","Probably yes","Catholicism",4,7,4,1
"imRDRKgzBKz342vMh",43,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"6","7","7",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14224,"UNITED STATES",34,"No","Master's degree","Yes, full time","$150,001-$250,000","3-5","1-2","Republican","Moderate","Probably yes","Catholicism",4,7,4,1
"imRDRKgzBKz342vMh",43,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"71","61","75",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14224,"UNITED STATES",34,"No","Master's degree","Yes, full time","$150,001-$250,000","3-5","1-2","Republican","Moderate","Probably yes","Catholicism",4,7,4,1
"imRDRKgzBKz342vMh",43,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"35","48","49",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14224,"UNITED STATES",34,"No","Master's degree","Yes, full time","$150,001-$250,000","3-5","1-2","Republican","Moderate","Probably yes","Catholicism",4,7,4,1
"Myg7PZcLJScQHoDJt",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"50","38","38",FALSE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",29169,"UNITED STATES",29,"No","Some college","Yes, full time","$20,001 - $50,000","2","0","Republican","Conservative","Definitely not","I do not identify with any of these",2,3,1,2
"Myg7PZcLJScQHoDJt",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"70","70","70",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",29169,"UNITED STATES",29,"No","Some college","Yes, full time","$20,001 - $50,000","2","0","Republican","Conservative","Definitely not","I do not identify with any of these",2,3,1,2
"Myg7PZcLJScQHoDJt",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"0","0","0",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",29169,"UNITED STATES",29,"No","Some college","Yes, full time","$20,001 - $50,000","2","0","Republican","Conservative","Definitely not","I do not identify with any of these",2,3,1,2
